AuthorID,Author,Date,Content,Attachments,Reactions
"230162595179397120","shfiender","2025-03-16T14:40:22.2950000-05:00","WTS Softcore Legacy of Phrecia

60X Yellow Bests (set) 1.5 :divine: / set (Stock: 11 sets)

IGN: @Beat_Jared","",""
"221336432021733376","kotago","2025-03-16T15:27:29.2010000-05:00","~~WTS Softcore Legacy of Phrecia~~

~~60x Yellow (set) -  1 :divine:/ set (stock: 5 sets )~~

~~IGN: RFeningAgain~~","",""
"227463990609969152","liesel8753","2025-03-16T15:28:32.7200000-05:00","WTS Softcore Legacy of Phrecia
~~Yellow Beasts 60 x - 1.5 :divine:  (13 sets left)~~
get them before they're gone!
IGN: DiddiesOilSupplier","",""
"313929770981392384","guthiiccs","2025-03-16T15:32:20.8040000-05:00","WTS Softcore Phrecia

60x Yellow Beasts | 1.5:divine: / set (4 sets), Buy all get 24 beasts free.

IGN: @Guthy","",""
"622792272177790998","arbeitarczi","2025-03-16T15:47:44.4610000-05:00","WTS Softcore Legacy of Phrecia

*~~23x Vivid Vulture - 2:divine: each
4x Vivid Watcher - 1.5:divine: each~~*
14x Craicic Chimeral - 50:chaos: each

IGN: @Arczi_Zadymiarz","",""
"221340447409307659",".ornedan","2025-03-16T16:24:00.0380000-05:00","WTS Softcore Legacy of Phrecia
60x Yellow Beasts - 220 :chaos:  / set (stock: 6 sets)
IGN: @lowercaseling","",""
"358392873949069324","whyproblemmake","2025-03-16T17:44:26.5740000-05:00","WTS Softcore Legacy of Phrecia

60x Yellow Beasts - 1.5 :divine: 

2 sets ready, more available as needed

IGN: LetsGet_Phreaky","",""
"434460211416268803","ricklessmorty_","2025-03-16T18:19:55.5310000-05:00","WTS Softcore Legacy of Phrecia

~~x20 Vivid Vulture -   2 :divine:each~~
~~x10 Vivid Watcher - 1.3 :divine:each~~
~~x10 Wild Hellion Alpha -60  :chaos: each~~
x6 Wild Bristle Matron - 0.6:divine:each
x14 Black Morrigan - 110 :chaos: each
x67 Craicic Chimeral - 60 :chaos:   each
IGN: AbároltSzalonna","",""
"259402356259553280","kralmertcan","2025-03-16T19:27:26.1480000-05:00","WTS Softcore ""Legacy of Phrecia""

12x Vivid Watcher 1.5 :divine: each
20x Black Morrigan 0.8 :divine: each
22x Craicic Chimeral 0.4 :divine: each


IGN: @Asdy_MC","",""
"585029032630943754","van_sma","2025-03-16T20:02:31.0290000-05:00","WTS Softcore Settlers
IGN: @ARMST_Van (PM if offline)

x2 Vivid Vulture  - 4 :divine: each
x1 Vivid Watcher - 2 :divine: each
x1 Craicic Chimeral - 2 :divine:each","",""
"107949210988445696","thurlow","2025-03-16T20:15:32.5360000-05:00","WTS Softcore Phrecia
40x Vivid vulture - 2.3d each
IGN: @Thurloid","",""
"906076956615901205","jamhajamha","2025-03-16T20:25:15.2210000-05:00","WTS Softcore Legacy of Phrecia
 Stock    Beast Name             Price
70      Vivid Vulture                 1.8 :divine: 
36      Craicic Chimeral         0.4 :divine:
58      Black Morrigan            0.7 :divine:
18       Vivid Watcher              1.5  :divine: 
IGN : @잼폭지
Whisper me ingame","",""
"323876631196467202","vyajen","2025-03-16T22:16:53.1060000-05:00","WTS Softcore Legacy of Phrecia
=================================================================================
60x Yellow beast for 1,5 :divine: (7 set)
=================================================================================
IGN: @Sekach  _   WTB Beasts","",""
"246149908552220682","deaze_nz","2025-03-16T22:54:34.5040000-05:00","WTS Softcore 

~~60 Yellow - 3 :divine: for 2 Sets~~

4 x Vivid Vulture - 2.1 :divine: ea

IGN : FarquitPhreciaOne","",""
"142339293644324864",".primz","2025-03-17T02:09:53.6830000-05:00","WTS Softcore Phrecia

x60 Yellow Beasts - 1.5 :divine:  (9 sets)

IGN: @ELPRIMZITOOOOOOOOOOOOO","",""
"334780521823469570","treexter","2025-03-17T03:24:56.0920000-05:00","WTS Softcore

Yellow beasts 60x - 1.5 :divine:  (2 sets)

IGN: `@CEPBEPOK wtb yell beasts`","",""
"310951139661185025","hognat","2025-03-17T03:45:56.3940000-05:00","WTS Softcore Phrecia

50 x Craicic Chimeral ----  0.4 :divine:  / each 
50 x Black Morrigan ---- 0.8 :divine: / each
ign : SimpletonforGGG","",""
"1006082905870700584","anotherrandomuser3906","2025-03-17T05:08:54.7600000-05:00","WTS Softcore Legacy of Phrecia

89x Craicic Chimeral: 0.3:divine:/each
13x Vivid Vulture: 2.3:divine:/each
4x Wild Hellion Alpha: 0.4:divine:/each
14x Wild Bristle Matron: 0.5:divine:/each
7x Black Morrigan: 0.6:divine:/each

IGN: @PancraElCiego","",""
"218778464981876736","social.role","2025-03-17T06:05:23.1390000-05:00","WTS Softcore Legacy Of Phrecia

Yellow Beasts 60 x 1.4 :divine: each set  (stock: 10 sets)

IGN: @IamsoDepressed","",""
"333291041547354112","mudinho3185","2025-03-17T06:38:31.3340000-05:00","WTS Softcore Legacy of Phrecia

60x Yellow Beasts (set) - 1.5 :divine: each  -  (1 sets left)

IGN: @slaERREIaCONTAanterior","",""
"165458480042475520","jamess3619","2025-03-17T06:48:19.9210000-05:00","WTS Softcore ""Legacy of Phrecia""
60x Yellow Beast - 1.5:divine: per set   ( Stock : 16 set )

IGN:  AURASTACKBUTWORSE","",""
"327973919284002817","flognervrau","2025-03-17T09:54:44.5940000-05:00","WTS Softcore 

Yellow Beasts 60 x 1.5 :divine: each set  (stock: 2 sets)

IGN: @PlsDontCry","",""
"176912079171747849","blade_67","2025-03-17T10:01:38.5130000-05:00","WTS Softcore Phrecia
x63 black morrigans = 0.8 :divine: each
x108 vivid vultures = 2.5 :divine: each
x12 vivid watchers = 1.5 :divine: each
x214 craicic chimerals = 1/3 :divine: each
x52 wild hellion alphas = 1/2 :divine: each

IGN: peter_time","",""
"211803430321258496","kasquer","2025-03-17T10:32:38.8770000-05:00","WTS Softcore

1500x  Craicic Chimeral   -   0.4 :divine: / each

IGN:  Kasquer","",""
"350688006094454794","dubsteq","2025-03-17T11:44:35.6950000-05:00","WTS Softcore Phrecia

x60 Yellow Beasts - 1.5:divine: - STOCK: 12

IGN: DubLS","",""
"538186408117141524","skeletonkweng","2025-03-17T11:51:00.5200000-05:00","WTS Softcore Legacy of Phrecia

14x Wild Bristle Matron - 0.4 :divine: ea

IGN: @AWAWARUNNER","",""
"492659419465646092","phoenixscale","2025-03-17T14:35:51.6900000-05:00","WTS Softcore Phrecia
IGN: Phoenix_TimeToEndure

33x Wild Bristle Matron - 0.6 :divine: each
60x Black Mórrigan - 0.8 :divine: each
22x Craicic Chimeral - 0.4 :divine: each
16x Wild Brambleback - 0.3 :divine: each
24x Vivid Watcher - 1.5 :divine: each","",""
"963339399330947072","heyaobaobao","2025-03-17T15:06:33.6030000-05:00","WTS Softcore Legacy of Phrecia
x100 Vivid Vulture - 2.3 :divine: /ea
x12 Vivid Watcher - 1.5 :divine: /ea
x99 Black Morrigan - 0.8 :divine: /ea
x70 Wild Bristle Matron - 0.6 :divine: /ea
x127 Craicic Chimeral - 0.4 :divine: /ea
IGN: @闪回钓鱼老","",""
"264480862991679512","larv.","2025-03-17T16:36:52.0910000-05:00","WTS Softcore Phrecia
x83 Vivid Vulture - 2.1 :divine: /ea
x64 Wild Bristle Matron - 0.6 :divine: /ea
x79 Wild Brambleback - 0.3 :divine: /ea
x74 Wild Helion Alpha - 0.5 :divine: /ea
IGN: RandkowiczSolowy","",""
"346059473191960586","renanbertoldo","2025-03-17T16:37:08.9660000-05:00","WTS Softcore Legacy of Phrecia

60x Yellow Beast - 1.5:divine:  per set (Stock: 2) 

IGN:@Raaam_DU","",""
"225393890864136202","campwater","2025-03-17T16:39:15.4960000-05:00","WTS Softcore Phrecia

x166 Charicic Chimerals 3 per :divine:

IGN:campwaters","",""
